text,label
Compra ahora y recibe un descuento especial,0
Haz clic aqui para ganar un premio,1
Tu ordenador tiene un virus,1
Descubre como perder peso rapidamente,1
Necesitas ayuda con tu tarea,0
Gana dinero desde casa sin esfuerzo,1
Reclama tu herencia de un pariente lejano,1
Mejora tu rendimiento sexual con este producto,1
Por favor responde a esta encuesta,0
Invierte en esta oportunidad unica y hazte rico,1
Comparte este mensaje con tus amigos,0
Obten un prestamo facilmente sin verificacion de credito,1
Felicidades has ganado un telefono nuevo,1
Necesitamos verificar tu cuenta bancaria,1
Aprende ingles en solo 10 dias,1
Gracias por tu compra,0
Trabaja desde casa y gana mucho dinero,1
Este es un mensaje importante de tu banco,1
Aumenta tu tamano con estas pastillas milagrosas,1
Hola soy tu vecino y necesito un favor,0
Has sido seleccionado para una oferta exclusiva,1
Descarga este software gratis ahora,1
Conoce solteras calientes en tu area,1
Por favor confirma tu suscripcion,0
Obten un descuento del 50% en tu proximo viaje,1
Tu paquete esta listo para ser recogido,1
Unete a nuestro club de descuentos,0
Haz clic para ver fotos de personas desnudas,1
Necesitamos actualizar tu informacion personal,1
Compra medicamentos sin receta medica,1
Hola soy tu amigo de la infancia,0
Gana una gift card de 100 dolares,1
Este producto te hara sentir mas joven,1
Por favor dona a esta causa importante,0
Has ganado un viaje todo incluido,1
Descarga este tono de llamada gratis,1
Haz clic para ver el video mas divertido,1
Necesitas este seguro de vida ahora mismo,1
Por favor ayudame a encontrar a mi mascota perdida,0
Obten acceso a peliculas gratis en linea,1
Haz esta prueba de coeficiente intelectual y sorprendete,1
Gracias por tu interes en nuestros servicios,0
Multiplica tus ingresos con este programa de afiliacion,1
Te extrano y quiero verte,0
Obten tu reporte de credito gratis,1
Este producto milagroso te quitara las arrugas,1
Por favor completa esta oferta para continuar,1
Haz clic para descargar musica gratis,1
Aprende a invertir en criptomonedas ahora,1
Estoy en problemas por favor enviame dinero,0
Actualiza tu informacion de contacto,0
Gana dinero extra desde casa,1
Tu cuenta ha sido bloqueada temporalmente,1
Necesito tu ayuda urgentemente,0
Recibe un bono de bienvenida al registrarte,1
Este es un recordatorio de tu cita medica,0
Pierde peso sin esfuerzo con este suplemento,1
Haz clic para reclamar tu premio,1
Gracias por ser un cliente valioso,0
Invierte en bitcoin y hazte millonario,1
Tu pedido ha sido enviado,0
Obten un prestamo en linea instantaneamente,1
Hola soy un principe nigeriano y necesito tu ayuda,1
Felicidades has sido seleccionado para una encuesta remunerada,1
Lamento informarte que tu solicitud ha sido rechazada,0
Aumenta tu energia y libido con estas pastillas naturales,1
Tu suscripcion expirara pronto,0
Gana un iPhone gratis participando en este sorteo,1
Necesitamos verificar tu informacion de pago,1
Gracias por ponerte en contacto con nuestro equipo de soporte,0
Haz clic para ver las fotos privadas de esta persona,1
Tu cuenta tiene un saldo pendiente,1
Este es un aviso importante de tu proveedor de servicios,0
Obten acceso ilimitado a contenido exclusivo,1
Te esperamos en nuestra proxima reunion,0
Haz una fortuna con este metodo secreto,1
Has ganado una gift card de Amazon,1
Confirma tu asistencia al evento,0
Descubre los secretos para un cabello hermoso y brillante,1
Necesitamos que verifiques tu identidad,1
Recomienda nuestro producto y gana comisiones,1
Este es un mensaje de tu banco,0
Obten descuentos exclusivos en nuestro sitio web,1
Ha habido un intento de inicio de sesion sospechoso en tu cuenta,1
Te invitamos a participar en nuestra encuesta de satisfaccion,0
Este producto revolucionario te quitara las manchas de la piel,1
Haz clic aqui para descargar el archivo adjunto,1
Feliz cumpleaños de parte de todo nuestro equipo,0
Unete a nuestro programa de afiliados y gana dinero extra,1
Este es un recordatorio de tu pago pendiente,0
Descubre como conquistar a la persona de tus sueños,1
Hola quiero presentarte una increible oportunidad de negocio,1
Gracias por tu donacion a nuestra causa,0
Obten acceso anticipado a nuestras rebajas,1
Tu reserva ha sido confirmada,0
Gana musculos rapidamente con este suplemento,1
Por favor actualiza tus preferencias de comunicacion,0
Aprovecha esta oferta por tiempo limitado,1
Este es un mensaje automatico de nuestro sistema,0
Has ganado un vale de compra en nuestra tienda,1
Tu cita ha sido reprogramada,0
Haz clic aqui para recibir tu recompensa,1
Este es un aviso de tu factura vencida,1
Necesito que me hagas un favor,0
Participa en nuestro concurso y gana premios increibles,1
Tu pedido ha sido cancelado,0
Obten un seguro de vida a un precio inigualable,1
Hola soy un viejo amigo y quiero reconnectar contigo,1
Gracias por tu paciencia mientras resolvemos tu problema,0
Invierte en esta criptomoneda emergente y multiplica tu dinero,1
Tu cuenta ha sido actualizada exitosamente,0
Obten una muestra gratis de nuestro producto,1
Este software optimizara el rendimiento de tu ordenador,1
Felicidades has calificado para recibir un descuento especial,1
Lamentamos informarte que el producto esta agotado,0
Aumenta tu busto naturalmente con esta crema,1
Tu membresia expirara en unos dias,0
Gana un viaje todo pagado participando en nuestro sorteo,1
Necesitamos que confirmes tu direccion de envio,1
Gracias por escribirnos te responderemos a la brevedad,0
Haz clic para ver este increible video,1
Tu cuenta tiene un cargo no reconocido,1
Este es un recordatorio de tu proxima cita,0
Obten acceso a contenido exclusivo suscribiendote ahora,1
Te esperamos en la reunion de manana,0
Haz dinero facil desde la comodidad de tu hogar,1
Has ganado una tableta nueva,1
Confirma tu asistencia a la boda,0
Descubre el secreto para unas pestanas largas y gruesas,1
Necesitamos que verifiques tu cuenta,1
Unete a nuestro programa de referidos y gana comisiones,1
Este es un aviso de tu banco,0
Obten envio gratis en tu primera compra,1
Hemos detectado actividad sospechosa en tu cuenta,1
Te invitamos a probar nuestro nuevo producto,0
Este suplemento te hara perder peso mientras duermes,1
Haz clic aqui para descargar tu factura,1
Feliz aniversario que tengas un dia maravilloso,0
Conviertete en un afiliado y gana dinero promocionando nuestros productos,1
Este es un recordatorio de tu cita de manana,0
Descubre como seducir a cualquier persona,1
Hola tengo una propuesta de negocio que podria interesarte,1
Gracias por tu apoyo a nuestra organizacion,0
Obten acceso temprano a nuestras ofertas especiales,1
Tu reservacion ha sido exitosa,0
Desarrolla el cuerpo de tus suenos con este entrenamiento,1
Por favor completa tu perfil para una mejor experiencia,0
Ultimo dia para aprovechar este descuento,1
Este mensaje es para informarte sobre cambios en nuestras politicas,0
Has sido seleccionado para recibir un obsequio especial,1
Tus resultados medicos estan listos,0
Haz clic para descargar este increible juego,1
Tu orden ha sido procesada exitosamente,0
Obten un descuento especial en tu proximo corte de cabello,1
Te recordamos que tienes un pago pendiente,1
Hola me gustaria invitarte a salir,0
Participa en nuestra rifa y gana fabulosos premios,1
Tu paquete esta en camino,0
Pierde peso rapido con esta dieta milagrosa,1
Estamos trabajando para resolver la incidencia lo antes posible,0
Haz clic aqui para ver increibles fotos de gatitos,1
Gracias por registrarte en nuestro sitio web,0
Obten tu reporte de credito gratis ahora,1
Necesito tu colaboracion en un proyecto importante,0
Gana dinero viendo anuncios en tu telefono,1
Hemos recibido tu solicitud y la estamos procesando,0
Mejora tu vida sexual con este suplemento natural,1
Hola solo queria saber como has estado,0
Invierte en bienes raices y asegura tu futuro financiero,1
Confirma tu suscripcion haciendo clic aqui,1
Gracias por contactar a nuestro servicio al cliente,0
Unete a nuestro club de lectores y recibe libros gratis,1
Tu factura esta lista para ser descargada,0
Obten los mejores consejos para una piel radiante,1
Necesitamos verificar tu informacion fiscal,1
Gana comisiones promocionando nuestros servicios,1
Hola soy Maria tu nueva vecina,0
Aprovecha nuestras ofertas de fin de temporada,1
Este es un recordatorio de tu reserva,0
Elimina las arrugas con este tratamiento revolucionario,1
Realiza tu pago antes de la fecha limite,0
Haz clic para descargar este fondo de pantalla gratis,1
Felicidades por tu logro te lo mereces,0
Conviertete en un experto en redes sociales con nuestro curso,1
Lamentamos el inconveniente causado por el retraso en tu vuelo,0
Baja de peso sin hacer dieta ni ejercicio,1
Hola quiero compartir contigo esta oportunidad unica,1
Gracias por tu fidelidad aqui tienes un cupon de descuento,0
Accede a contenido premium suscribiendote a nuestro newsletter,1
Tu cita de manana ha sido confirmada,0
Desarrolla habilidades de liderazgo con este seminario,1
Por favor responde esta breve encuesta sobre tu experiencia,0
Esta es tu ultima oportunidad para adquirir este producto,1
Hemos actualizado nuestros terminos y condiciones,0
Has sido preseleccionado para recibir un premio en efectivo,1
Recuerda que tienes una tarea pendiente,0
Haz clic aqui para conocer personas interesantes cerca de ti,1
Gracias por preferirnos tu opinion es muy importante para nosotros,0
No pierdas esta increible oferta suscribete ahora,1
Esperamos que disfrutes de tu estancia en nuestro hotel,0
Tu pedido ha sido entregado exitosamente,0
Gana dinero extra trabajando desde casa,1
Este es un recordatorio de tu próxima cita médica,0
Descubre el secreto para un abdomen plano,1
Gracias por tu pago tu cuenta está al día,0
Haz clic aquí para reclamar tu cupón de descuento,1
Necesito que me envíes la información solicitada,0
Obtén acceso exclusivo a nuestras rebajas privadas,1
Tu reserva de vuelo ha sido confirmada,0
Aumenta tu energía con este suplemento natural,1
Hemos recibido tu consulta y te responderemos a la brevedad,0
Invierte en acciones y multiplica tu capital,1
Hola ¿te gustaría tomar un café conmigo?,0
Aprovecha nuestro financiamiento sin intereses,1
Por favor confirma tu asistencia al seminario,0
Haz clic para ver increíbles trucos de maquillaje,1
Tu suscripción ha sido renovada automáticamente,0
Gana un carro nuevo participando en nuestro concurso,1
Necesitamos verificar tus datos de contacto,1
Gracias por tu interés un asesor se comunicará contigo pronto,0
Descarga esta aplicación y obtén un descuento,1
Tu estado de cuenta está listo para ser revisado,0
Mejora tu rendimiento deportivo con nuestro programa de entrenamiento,1
Por favor actualiza tus preferencias de notificaciones,0
Haz una donación y ayuda a cambiar vidas,0
Haz clic para ver las fotos de la fiesta,1
Felicitaciones por tu aniversario laboral,0
Obtén tu seguro de gastos médicos hoy mismo,1
Hola soy tu asesor financiero personal,1
Gracias por registrarte disfruta de todos nuestros beneficios,0
No te pierdas nuestras ofertas de último minuto,1
Tu paquete está listo para ser recogido,0
Descubre cómo aprender un idioma en tiempo récord,1
Por favor completa la encuesta de satisfacción,0
Haz clic para descargar este ebook gratis,1
Lamentamos informarte que tu crédito no ha sido aprobado,0
Gana dinero compartiendo tus opiniones,1
Hola estoy interesado en tus servicios,0
Obtén un seguro de vida sin exámenes médicos,1
Confirma tu suscripción a nuestra lista de correos,1
Gracias por tu visita esperamos verte pronto,0
Haz clic para ver este increíble video de comedia,1
Tu recibo de pago está disponible para descargar,0
Desarrolla una memoria extraordinaria con este curso,1
Por favor verifica tu dirección de envío,0
Última chance para comprar con descuento,1
Este mensaje es para informarte sobre nuestra nueva política,0
Has ganado una gift card para tu tienda favorita,1
Recuerda que tienes un evento importante mañana,0
Conoce solteros y solteras en tu ciudad,1
Agradecemos tu preferencia sigue disfrutando de nuestros productos,0
Suscríbete a nuestro canal y no te pierdas ningún video,1
Tu orden ha sido actualizada,0
Gana dinero extra con este trabajo de medio tiempo,1
Este es un recordatorio amistoso de tu cita dental,0
Pierde peso durmiendo con esta pastilla milagrosa,1
Gracias por tu compra tu pedido está siendo procesado,0
Haz clic para obtener tu reporte crediticio gratis,1
Necesito que revises y firmes el contrato adjunto,0
Accede a descuentos exclusivos en nuestro sitio web,1
Tu paquete está en camino y llegará pronto,0
Mejora tu rendimiento sexual con este producto natural,1
Hemos recibido tu reclamo y estamos trabajando en ello,0
Invierte en oro y protege tu patrimonio,1
Hola ¿te gustaría cenar conmigo este fin de semana?,0
Aprovecha nuestras tasas de interés preferenciales,1
Por favor confirma tu asistencia a la reunión de mañana,0
Descubre los secretos para un cabello hermoso,1
Tu membresía ha sido activada exitosamente,0
Gana un viaje todo incluido participando en nuestro sorteo,1
Necesitamos verificar tu identidad para procesar tu solicitud,1
Gracias por contactarnos valoramos tus comentarios,0
Instala esta aplicación y obtén recompensas,1
Tu factura del mes está lista para ser pagada,0
Transforma tu cuerpo con nuestro programa de 90 días,1
Por favor actualiza tu información de pago,0
Ayúdanos a construir un mundo mejor con tu aporte,0
Mira estas divertidas fotos de animales,1
Feliz cumpleaños que todos tus deseos se hagan realidad,0
Adquiere tu seguro de hogar con nosotros,1
Hola soy tu nuevo entrenador personal,1
Bienvenido a bordo estamos encantados de tenerte con nosotros,0
Últimas horas para aprovechar nuestras promociones,1
Tu reserva ha sido procesada exitosamente,0
Aprende a tocar guitarra en solo 4 semanas,1
Por favor ayúdanos a mejorar contestando esta breve encuesta,0
Haz clic para descargar este increíble fondo de pantalla,1
Lamentamos informarte que tu postulación no ha sido seleccionada,0
Gana recompensas por tus compras diarias,1
Hola me gustaría cotizar tus servicios,0
Obtén la cobertura médica que necesitas,1
Confirma tu dirección de correo para recibir novedades,1
Gracias por elegirnos estamos para servirte,0
No te pierdas este gracioso video de gatos,1
Tu comprobante de pago está adjunto a este mensaje,0
Potencia tu cerebro con nuestro entrenamiento cognitivo,1
Por favor revisa y actualiza tus datos personales,0
Esta es tu última oportunidad para ahorrar,1
Importante: cambios en nuestros términos y condiciones,0
Felicitaciones has sido seleccionado para una beca,1
Recuerda que tienes una reunión importante el lunes,0
Encuentra tu pareja ideal con nuestra app,1
Valoramos tu lealtad aquí tienes un regalo especial,0
Suscríbete a nuestro boletín informativo semanal,1
Tu reclamo ha sido resuelto favorablemente,0
Gana músculo rápidamente con este suplemento,1
Este es un recordatorio de tu cita de peluquería,0
Descubre cómo ganar dinero desde tu casa,1
Gracias por tu pago tu suscripción ha sido renovada,0
Haz clic para obtener tu código de descuento,1
Necesito que me envíes el reporte lo antes posible,0
Disfruta de envío gratis en tu próxima compra,1
Tu paquete ha sido entregado exitosamente,0
Aumenta tu libido con este revolucionario producto,1
Hemos recibido tu solicitud y la estamos revisando,0
Invierte en bienes raíces y genera rentas pasivas,1
Hola ¿te gustaría unirte a nuestro club de lectura?,0
Aprovecha nuestra tasa de cambio preferencial,1
Por favor confirma tu asistencia al webinar de mañana,0
Luce una piel radiante con nuestros consejos,1
Tu cuenta ha sido verificada exitosamente,0
Gana una consola de videojuegos en nuestro concurso,1
Necesitamos verificar tu dirección para enviar tu pedido,1
Gracias por tus comentarios siempre buscamos mejorar,0
Prueba este increíble juego para móviles,1
Tu estado de cuenta está disponible en línea,0
Pierde peso saludablemente con nuestra asesoría nutricional,1
Por favor actualiza tus preferencias de comunicación,0
Juntos podemos lograr un cambio positivo,0
Mira estas adorables fotos de cachorros,1
Feliz aniversario de bodas que sigan cumpliendo muchos más,0
Protege a tu familia con nuestro seguro de vida,1
Hola soy tu asesor de imagen personal,1
Bienvenido a nuestro programa de recompensas,0
Últimos días de rebajas ¡no te los pierdas!,1
Tu pedido está siendo preparado para envío,0
Aprende un nuevo idioma de forma divertida,1
Por favor cuéntanos sobre tu experiencia con nuestro servicio,0
Descarga nuestra aplicación y obtén un descuento especial,1
Lamentamos los inconvenientes causados por el retraso,0
Gana premios por tus compras frecuentes,1
Hola ¿podríamos agendar una llamada?,0
Asegura tu auto con la mejor cobertura del mercado,1
Verifica tu suscripción haciendo clic en el enlace,1
Mil gracias por preferirnos estamos comprometidos con tu satisfacción,0
No te pierdas estos divertidos memes,1
Tu comprobante fiscal está listo para ser descargado,0
Entrena tu mente con nuestros juegos de ingenio,1
Por favor confirma tu número de teléfono,0
Esta oferta expira a la medianoche ¡aprovéchala ya!,1
Actualización importante de nuestras políticas de privacidad,0
Felicitaciones fuiste seleccionado para una entrevista,0
Recuerda que tienes una cita médica este jueves,0
Encuentra el amor de tu vida con nuestra aplicación,1
Apreciamos tu fidelidad disfruta de este obsequio,0
Mantente informado con nuestras noticias diarias,1
Tu solicitud ha sido aprobada satisfactoriamente,0
Desarrolla un cuerpo escultural con nuestras rutinas,1
Este es un recordatorio de tu reserva en nuestro restaurante,0
Trabaja desde casa y genera ingresos extra,1
Gracias por tu compra esperamos que disfrutes tu producto,0
Usa este código promocional en tu próxima visita,1
Necesito que revises el documento adjunto y me des tus comentarios,0
Obtén envío express gratis en compras mayores a $100,1
Tu equipaje está en camino a tu domicilio,0
Incrementa tu resistencia con nuestro suplemento deportivo,1
Hemos recibido tu curriculum y te contactaremos si hay una vacante,0
Invierte en criptomonedas y multiplica tus ganancias,1
Hola ¿te gustaría ser parte de nuestro equipo?,0
Aprovecha nuestro crédito con meses sin intereses,1
Por favor confirma tu asistencia a la capacitación de seguridad,0
Luce unas pestañas impresionantes con nuestro rímel,1
Tu cuenta ha sido desbloqueada con éxito,0
Gana un fin de semana en la playa en nuestro sorteo,1
Necesitamos verificar tu edad para procesar tu pedido,1
Agradecemos tus sugerencias siempre son bienvenidas,0
Descarga este wallpaper inspiracional gratis,1
Tu saldo actual y movimientos están en este enlace,0
Baja de peso con nuestras deliciosas recetas saludables,1
Por favor elige tu medio de pago preferido,0
Tu donación puede marcar la diferencia en muchas vidas,0
No te pierdas estos videos de gatitos juguetones,1
Feliz cumpleaños que este año esté lleno de bendiciones,0
Protege tu negocio con nuestro seguro para PyMEs,1
Hola soy tu coach de vida personal,1
Gracias por unirte a nuestra comunidad online,0
Ultimas unidades disponibles ¡corre que se acaban!,1
Tu pedido ha sido enviado recibirás una confirmación por correo,0
Aprende las técnicas de los grandes líderes empresariales,1
Por favor comparte tu opinión sobre nuestro nuevo producto,0
Obtén un descuento usando este código QR,1
Lamentamos el cierre temporal de nuestras oficinas,0
Acumula puntos y canjéalos por increíbles recompensas,1
Hola me gustaría más información sobre tus servicios,0
Asegura tu futuro con nuestro plan de jubilación,1
Reconfirma tu correo haciendo clic abajo,1
Un millón de gracias por tu confianza sigamos creciendo juntos,0
Te compartimos este divertido reto viral,1
Tu factura electrónica está lista descárgala aquí,0
Estimula tu creatividad con nuestro taller de arte,1
Por favor verifica tu información de contacto,0
Solo por 24 horas todo a mitad de precio,1
Cambios importantes en nuestros servicios,0
Felicidades has sido promovido a un nuevo cargo,0
Te recordamos que tienes un pago pendiente,0
Conoce gente interesante cerca de ti,1
Te regalamos un cupón por tu cumpleaños,0
Entérate de las últimas noticias de la industria,1
Tu garantía ha sido extendida sin costo adicional,0
Tonifica tu cuerpo con solo 20 minutos diarios,1
Este es un recordatorio de tu vuelo de mañana,0
Genera ingresos compartiendo tus conocimientos,1
Gracias por tu visita aquí tienes un regalo de despedida,0
Usa este código de descuento antes que expire,1
Necesito tu aprobación para proceder con el plan,0
Disfruta de nuestro servicio premium por 30 días gratis,1
Tu orden de compra ha sido procesada exitosamente,0
Desbloquea tu potencial con nuestro seminario motivacional,1
Hemos recibido tu postulación gracias por tu interés,0
Obtén ganancias constantes con nuestro sistema,1
Hola ¿te gustaría colaborar en nuestro proyecto?,0
Aprovecha nuestros planes de financiamiento,1
Por favor responde esta encuesta de satisfacción laboral,0
Rejuvenece tu piel con nuestro tratamiento antiedad,1
Tu cuenta ha sido actualizada con las nuevas funciones,0
Gana un día de spa en nuestro concurso de fin de mes,1
Necesitamos verificar tu licencia de conducir para el alquiler,1
Valoramos tu opinión cuéntanos cómo podemos servirte mejor,0
Sorprende a tu pareja con este regalo original,1
Tu resumen de gastos mensual está disponible,0
Mantente en forma con nuestras clases online,1
Por favor selecciona tu método de envío preferido,1
Ayúdanos a plantar más árboles con tu aporte,0
Disfruta de horas de diversión con este juego adictivo,1
Felices fiestas que tengas una feliz Navidad y próspero Año Nuevo,0
Estamos procesando tu reembolso,0
Gana dinero extra con nuestro programa de afiliados,1
Recordatorio: tu cita con el dentista es mañana,0
Adelgaza sin esfuerzo con este nuevo producto,1
Gracias por tu orden estamos preparando tu envío,0
Descarga tu informe de crédito gratis ahora,1
Por favor revisa y firma el acuerdo de confidencialidad,0
Obtén descuentos exclusivos en nuestra tienda online,1
Tu envío está en camino llegará pronto,0
Potencia tu vida sexual con nuestras pastillas,1
Estamos atendiendo tu reclamo te responderemos a la brevedad,0
Invierte en acciones de alto rendimiento hoy,1
Hola ¿te gustaría salir a tomar un café?,0
Aprovecha nuestros préstamos con bajo interés,1
Confirma tu presencia en el seminario de mañana,1
Consigue el cabello de tus sueños con nuestro tratamiento,1
Tu suscripción ha sido activada bienvenido,0
Participa en nuestro sorteo y gana increíbles premios,1
Necesitamos verificar tu identidad por favor contáctanos,1
Gracias por tus comentarios son muy valiosos para nosotros,0
Prueba nuestra nueva app y obtén recompensas,1
